trader_id,trade_id,trade_type,symbol,direction,entry_time,exit_time,entry_price,exit_price,investment,profit,roi,duration_minutes,profile
BTR0001,BTR0001_0043,mirror,BTCUSDT,long,2026-04-16 18:00:00,2026-04-17 08:59:59.999,75026.71,75780.38,816.93,8.21,0.01005,900.0,loss_averse
BTR0001,BTR0001_0044,mirror,BTCUSDT,long,2026-05-04 03:00:00,2026-05-04 19:59:59.999,80316.31,80053.31,1067.31,-3.49,-0.00327,1020.0,loss_averse
BTR0002,BTR0002_0001,single,BTCUSDT,short,2026-04-19 16:00:00,2026-04-19 19:59:59.999,75382.86,74965.47,932.22,5.16,0.00554,240.0,disciplined
BTR0002,BTR0002_0002,single,BTCUSDT,long,2026-05-01 19:00:00,2026-05-01 22:59:59.999,78360.0,78153.38,983.95,-2.59,-0.00264,240.0,disciplined
BTR0002,BTR0002_0003,mirror,BTCUSDT,short,2026-05-07 08:00:00,2026-05-07 15:59:59.999,81231.24,79890.63,907.49,14.98,0.0165,480.0,disciplined
BTR0002,BTR0002_0004,mirror,BTCUSDT,short,2026-03-31 08:00:00,2026-03-31 10:59:59.999,66778.33,66363.38,414.29,2.57,0.00621,180.0,disciplined
BTR0002,BTR0002_0005,single,BTCUSDT,long,2026-04-06 07:00:00,2026-04-06 14:59:59.999,69115.91,69654.38,801.89,6.25,0.00779,480.0,disciplined
BTR0002,BTR0002_0006,single,BTCUSDT,long,2026-05-10 07:00:00,2026-05-10 12:59:59.999,80736.03,80927.72,908.7,2.16,0.00237,360.0,disciplined
BTR0002,BTR0002_0007,single,BTCUSDT,long,2026-04-21 05:00:00,2026-04-21 07:59:59.999,75802.0,76084.34,697.15,2.6,0.00372,180.0,disciplined
BTR0002,BTR0002_0008,single,BTCUSDT,short,2026-04-14 01:00:00,2026-04-14 04:59:59.999,74386.02,74387.85,722.71,-0.02,-2e-05,240.0,disciplined
BTR0002,BTR0002_0009,mirror,BTCUSDT,long,2026-04-06 16:00:00,2026-04-06 21:59:59.999,69799.14,69504.99,313.52,-1.32,-0.00421,360.0,disciplined
BTR0002,BTR0002_0010,single,BTCUSDT,long,2026-05-07 07:00:00,2026-05-07 11:59:59.999,81518.58,80866.65,691.85,-5.53,-0.008,300.0,disciplined
BTR0002,BTR0002_0011,mirror,BTCUSDT,long,2026-05-06 18:00:00,2026-05-07 01:59:59.999,81353.14,81167.8,338.68,-0.77,-0.00228,480.0,disciplined
BTR0002,BTR0002_0012,mirror,BTCUSDT,long,2026-04-15 04:00:00,2026-04-15 08:59:59.999,74340.38,74110.51,902.84,-2.79,-0.00309,300.0,disciplined
BTR0002,BTR0002_0013,single,BTCUSDT,long,2026-05-03 05:00:00,2026-05-03 07:59:59.999,78249.42,78363.25,619.21,0.9,0.00145,180.0,disciplined
BTR0002,BTR0002_0014,single,BTCUSDT,short,2026-05-04 12:00:00,2026-05-04 14:59:59.999,78857.18,80216.16,614.8,-10.6,-0.01723,180.0,disciplined
BTR0002,BTR0002_0015,mirror,BTCUSDT,long,2026-04-07 03:00:00,2026-04-07 08:59:59.999,68779.21,68936.71,522.95,1.2,0.00229,360.0,disciplined
BTR0002,BTR0002_0016,mirror,BTCUSDT,long,2026-05-07 03:00:00,2026-05-07 05:59:59.999,80834.91,81088.0,957.76,3.0,0.00313,180.0,disciplined
BTR0002,BTR0002_0017,single,BTCUSDT,long,2026-04-25 06:00:00,2026-04-25 10:59:59.999,77503.63,77787.77,982.3,3.6,0.00367,300.0,disciplined
BTR0002,BTR0002_0018,mirror,BTCUSDT,long,2026-05-08 15:00:00,2026-05-08 17:59:59.999,80142.14,80060.0,385.23,-0.39,-0.00102,180.0,disciplined
BTR0002,BTR0002_0019,single,BTCUSDT,long,2026-04-30 14:00:00,2026-04-30 21:59:59.999,76301.24,76241.78,726.43,-0.57,-0.00078,480.0,disciplined
BTR0002,BTR0002_0020,single,BTCUSDT,long,2026-04-11 23:00:00,2026-04-12 01:59:59.999,73043.16,71643.69,422.78,-8.1,-0.01916,180.0,disciplined
BTR0002,BTR0002_0021,mirror,BTCUSDT,short,2026-05-02 16:00:00,2026-05-02 18:59:59.999,78455.02,78466.62,222.96,-0.03,-0.00015,180.0,disciplined
BTR0002,BTR0002_0022,mirror,BTCUSDT,short,2026-04-28 09:00:00,2026-04-28 12:59:59.999,76598.0,76372.05,829.1,2.45,0.00295,240.0,disciplined
BTR0002,BTR0002_0023,single,BTCUSDT,long,2026-04-21 01:00:00,2026-04-21 03:59:59.999,75927.59,75710.3,665.1,-1.9,-0.00286,180.0,disciplined
BTR0002,BTR0002_0024,single,BTCUSDT,long,2026-04-16 15:00:00,2026-04-16 22:59:59.999,74697.19,74867.92,901.0,2.06,0.00229,480.0,disciplined
BTR0002,BTR0002_0025,mirror,BTCUSDT,long,2026-05-04 17:00:00,2026-05-05 00:59:59.999,80390.81,80170.66,395.34,-1.08,-0.00274,480.0,disciplined
BTR0002,BTR0002_0026,single,BTCUSDT,long,2026-04-06 05:00:00,2026-04-06 08:59:59.999,69199.31,69224.63,874.36,0.32,0.00037,240.0,disciplined
BTR0002,BTR0002_0027,mirror,BTCUSDT,long,2026-05-02 14:00:00,2026-05-02 21:59:59.999,78423.98,78719.78,583.37,2.2,0.00377,480.0,disciplined
BTR0002,BTR0002_0028,mirror,BTCUSDT,long,2026-04-23 19:00:00,2026-04-24 00:59:59.999,77727.26,78417.22,968.73,8.6,0.00888,360.0,disciplined
BTR0002,BTR0002_0029,mirror,BTCUSDT,long,2026-05-06 19:00:00,2026-05-07 02:59:59.999,81464.87,81113.34,586.57,-2.53,-0.00432,480.0,disciplined
BTR0002,BTR0002_0030,mirror,BTCUSDT,long,2026-04-11 04:00:00,2026-04-11 07:59:59.999,72806.08,72745.38,564.67,-0.47,-0.00083,240.0,disciplined
BTR0002,BTR0002_0031,single,BTCUSDT,long,2026-05-04 14:00:00,2026-05-04 18:59:59.999,80216.16,80114.91,495.07,-0.62,-0.00126,300.0,disciplined
BTR0002,BTR0002_0032,single,BTCUSDT,short,2026-04-04 20:00:00,2026-04-05 03:59:59.999,67268.4,67145.98,852.38,1.55,0.00182,480.0,disciplined
BTR0002,BTR0002_0033,copy,BTCUSDT,long,2026-04-02 09:00:00,2026-04-02 12:59:59.999,66469.6,66052.71,240.79,-1.51,-0.00627,240.0,disciplined
BTR0002,BTR0002_0034,mirror,BTCUSDT,long,2026-04-23 07:00:00,2026-04-23 09:59:59.999,78048.62,77655.34,694.18,-3.5,-0.00504,180.0,disciplined
BTR0002,BTR0002_0035,single,BTCUSDT,long,2026-04-29 07:00:00,2026-04-29 13:59:59.999,77053.64,76783.43,650.55,-2.28,-0.00351,420.0,disciplined
BTR0002,BTR0002_0036,single,BTCUSDT,long,2026-04-27 07:00:00,2026-04-27 11:59:59.999,77606.6,77844.26,782.06,2.39,0.00306,300.0,disciplined
BTR0002,BTR0002_0037,single,BTCUSDT,short,2026-04-02 20:00:00,2026-04-02 22:59:59.999,66939.25,66982.48,380.27,-0.25,-0.00065,180.0,disciplined
BTR0002,BTR0002_0038,single,BTCUSDT,short,2026-05-07 23:00:00,2026-05-08 02:59:59.999,80006.0,79488.46,787.03,5.09,0.00647,240.0,disciplined
BTR0002,BTR0002_0039,mirror,BTCUSDT,long,2026-04-10 13:00:00,2026-04-10 20:59:59.999,72321.4,73361.68,684.8,9.85,0.01438,480.0,disciplined
BTR0002,BTR0002_0040,mirror,BTCUSDT,long,2026-04-04 03:00:00,2026-04-04 06:59:59.999,66832.18,67013.24,334.8,0.91,0.00271,240.0,disciplined
BTR0002,BTR0002_0041,mirror,BTCUSDT,short,2026-04-25 07:00:00,2026-04-25 09:59:59.999,77501.19,77714.55,585.44,-1.61,-0.00275,180.0,disciplined
BTR0002,BTR0002_0042,mirror,BTCUSDT,long,2026-04-13 23:00:00,2026-04-14 02:59:59.999,74417.99,74330.98,123.86,-0.14,-0.00117,240.0,disciplined
BTR0002,BTR0002_0043,copy,BTCUSDT,long,2026-04-27 15:00:00,2026-04-27 20:59:59.999,76793.09,76960.43,449.35,0.98,0.00218,360.0,disciplined
BTR0002,BTR0002_0044,mirror,BTCUSDT,long,2026-04-28 18:00:00,2026-04-28 22:59:59.999,76242.18,76242.17,947.32,-0.0,-0.0,300.0,disciplined
BTR0002,BTR0002_0045,single,BTCUSDT,long,2026-05-05 01:00:00,2026-05-05 05:59:59.999,80352.0,80970.0,276.21,2.12,0.00769,300.0,disciplined
BTR0002,BTR0002_0046,single,BTCUSDT,short,2026-05-07 09:00:00,2026-05-07 15:59:59.999,80929.0,79890.63,185.0,2.37,0.01283,420.0,disciplined
BTR0002,BTR0002_0047,mirror,BTCUSDT,long,2026-05-02 07:00:00,2026-05-02 13:59:59.999,78220.0,78367.06,860.39,1.62,0.00188,420.0,disciplined
BTR0002,BTR0002_0048,mirror,BTCUSDT,long,2026-04-25 16:00:00,2026-04-25 21:59:59.999,77397.27,77525.84,723.6,1.2,0.00166,360.0,disciplined
BTR0002,BTR0002_0049,copy,BTCUSDT,short,2026-04-15 15:00:00,2026-04-15 19:59:59.999,73844.08,75002.6,476.15,-7.47,-0.01569,300.0,disciplined
BTR0002,BTR0002_0050,mirror,BTCUSDT,long,2026-05-06 04:00:00,2026-05-06 06:59:59.999,81331.1,81476.71,611.67,1.1,0.00179,180.0,disciplined
BTR0002,BTR0002_0051,mirror,BTCUSDT,long,2026-04-22 19:00:00,2026-04-22 22:59:59.999,78846.62,78607.95,325.01,-0.98,-0.00303,240.0,disciplined
BTR0002,BTR0002_0052,mirror,BTCUSDT,short,2026-04-30 15:00:00,2026-04-30 21:59:59.999,76473.6,76241.78,314.74,0.95,0.00303,420.0,disciplined
BTR0002,BTR0002_0053,copy,BTCUSDT,long,2026-05-06 02:00:00,2026-05-06 04:59:59.999,81363.54,81331.1,439.96,-0.18,-0.0004,180.0,disciplined
BTR0002,BTR0002_0054,single,BTCUSDT,long,2026-04-30 08:00:00,2026-04-30 15:59:59.999,76058.17,76473.6,367.87,2.01,0.00546,480.0,disciplined
BTR0002,BTR0002_0055,mirror,BTCUSDT,long,2026-04-18 12:00:00,2026-04-18 14:59:59.999,76206.97,76249.99,862.43,0.49,0.00056,180.0,disciplined
BTR0002,BTR0002_0056,single,BTCUSDT,long,2026-04-30 14:00:00,2026-04-30 19:59:59.999,76301.24,76412.8,616.09,0.9,0.00146,360.0,disciplined
BTR0002,BTR0002_0057,mirror,BTCUSDT,short,2026-04-04 02:00:00,2026-04-04 07:59:59.999,66844.83,67014.96,395.8,-1.01,-0.00255,360.0,disciplined
BTR0002,BTR0002_0058,mirror,BTCUSDT,short,2026-04-06 06:00:00,2026-04-06 08:59:59.999,68976.67,69224.63,202.12,-0.73,-0.00359,180.0,disciplined
BTR0002,BTR0002_0059,single,BTCUSDT,short,2026-04-16 13:00:00,2026-04-16 16:59:59.999,73788.03,74175.57,497.38,-2.61,-0.00525,240.0,disciplined
BTR0002,BTR0002_0060,mirror,BTCUSDT,short,2026-04-27 09:00:00,2026-04-27 14:59:59.999,77900.01,77815.25,719.23,0.78,0.00109,360.0,disciplined
BTR0002,BTR0002_0061,mirror,BTCUSDT,long,2026-04-09 13:00:00,2026-04-09 20:59:59.999,70801.98,72413.97,730.87,16.64,0.02277,480.0,disciplined
BTR0002,BTR0002_0062,mirror,BTCUSDT,long,2026-04-26 09:00:00,2026-04-26 12:59:59.999,77999.99,77833.08,173.21,-0.37,-0.00214,240.0,disciplined
BTR0002,BTR0002_0063,mirror,BTCUSDT,short,2026-04-20 15:00:00,2026-04-20 21:59:59.999,75716.77,75954.71,433.58,-1.36,-0.00314,420.0,disciplined
BTR0002,BTR0002_0064,single,BTCUSDT,long,2026-04-09 00:00:00,2026-04-09 06:59:59.999,70815.5,71031.84,778.04,2.38,0.00305,420.0,disciplined
BTR0002,BTR0002_0065,mirror,BTCUSDT,long,2026-04-18 12:00:00,2026-04-18 17:59:59.999,76206.97,75828.51,602.56,-2.99,-0.00497,360.0,disciplined
BTR0002,BTR0002_0066,copy,BTCUSDT,long,2026-04-01 14:00:00,2026-04-01 21:59:59.999,68593.55,68362.53,543.36,-1.83,-0.00337,480.0,disciplined
BTR0002,BTR0002_0067,mirror,BTCUSDT,long,2026-04-02 09:00:00,2026-04-02 14:59:59.999,66469.6,66868.18,206.94,1.24,0.006,360.0,disciplined
BTR0002,BTR0002_0068,single,BTCUSDT,short,2026-03-31 00:00:00,2026-03-31 04:59:59.999,67208.75,67544.01,625.03,-3.12,-0.00499,300.0,disciplined
BTR0002,BTR0002_0069,mirror,BTCUSDT,long,2026-04-15 08:00:00,2026-04-15 10:59:59.999,74110.51,73864.75,881.74,-2.92,-0.00332,180.0,disciplined
BTR0002,BTR0002_0070,mirror,BTCUSDT,long,2026-04-23 03:00:00,2026-04-23 09:59:59.999,77746.46,77655.34,972.89,-1.14,-0.00117,420.0,disciplined
BTR0002,BTR0002_0071,mirror,BTCUSDT,long,2026-05-06 21:00:00,2026-05-07 03:59:59.999,81539.16,80834.91,993.67,-8.58,-0.00864,420.0,disciplined
BTR0002,BTR0002_0072,mirror,BTCUSDT,long,2026-04-22 03:00:00,2026-04-22 05:59:59.999,77521.48,77994.93,570.79,3.49,0.00611,180.0,disciplined
BTR0002,BTR0002_0073,mirror,BTCUSDT,long,2026-04-17 06:00:00,2026-04-17 08:59:59.999,74938.52,75780.38,664.8,7.47,0.01123,180.0,disciplined
BTR0002,BTR0002_0074,mirror,BTCUSDT,short,2026-05-09 16:00:00,2026-05-09 20:59:59.999,80625.01,80805.5,352.87,-0.79,-0.00224,300.0,disciplined
BTR0002,BTR0002_0075,mirror,BTCUSDT,long,2026-05-10 11:00:00,2026-05-10 16:59:59.999,80821.21,81378.25,402.09,2.77,0.00689,360.0,disciplined
BTR0002,BTR0002_0076,single,BTCUSDT,long,2026-04-26 23:00:00,2026-04-27 02:59:59.999,78657.55,79130.01,306.46,1.84,0.00601,240.0,disciplined
BTR0002,BTR0002_0077,single,BTCUSDT,long,2026-04-30 19:00:00,2026-04-30 23:59:59.999,76412.8,76346.57,728.35,-0.63,-0.00087,300.0,disciplined
BTR0002,BTR0002_0078,mirror,BTCUSDT,long,2026-04-30 03:00:00,2026-04-30 09:59:59.999,75928.1,76097.19,716.26,1.6,0.00223,420.0,disciplined
BTR0002,BTR0002_0079,mirror,BTCUSDT,short,2026-04-10 12:00:00,2026-04-10 19:59:59.999,72258.68,73236.11,954.82,-12.92,-0.01353,480.0,disciplined
BTR0002,BTR0002_0080,single,BTCUSDT,short,2026-04-18 17:00:00,2026-04-18 20:59:59.999,75828.51,75754.78,939.46,0.91,0.00097,240.0,disciplined
BTR0002,BTR0002_0081,mirror,BTCUSDT,long,2026-04-04 22:00:00,2026-04-05 00:59:59.999,67399.92,67225.0,799.84,-2.08,-0.0026,180.0,disciplined
BTR0002,BTR0002_0082,mirror,BTCUSDT,long,2026-05-02 10:00:00,2026-05-02 16:59:59.999,78249.3,78455.02,774.62,2.04,0.00263,420.0,disciplined
BTR0002,BTR0002_0083,single,BTCUSDT,long,2026-04-28 16:00:00,2026-04-28 22:59:59.999,76125.04,76242.17,157.16,0.24,0.00154,420.0,disciplined
BTR0002,BTR0002_0084,mirror,BTCUSDT,long,2026-04-16 20:00:00,2026-04-17 03:59:59.999,75223.47,74615.82,722.54,-5.84,-0.00808,480.0,disciplined
BTR0002,BTR0002_0085,mirror,BTCUSDT,short,2026-05-02 02:00:00,2026-05-02 08:59:59.999,78353.93,78315.37,626.63,0.31,0.00049,420.0,disciplined
BTR0002,BTR0002_0086,single,BTCUSDT,long,2026-04-03 10:00:00,2026-04-03 12:59:59.999,66883.08,66722.16,316.98,-0.76,-0.00241,180.0,disciplined
BTR0003,BTR0003_0001,single,BTCUSDT,long,2026-04-18 13:00:00,2026-04-18 21:59:59.999,76122.87,75821.34,1040.38,-4.12,-0.00396,540.0,loss_averse
BTR0003,BTR0003_0002,mirror,BTCUSDT,long,2026-04-02 23:00:00,2026-04-03 13:59:59.999,66901.99,66672.0,1040.2,-3.58,-0.00344,900.0,loss_averse
BTR0003,BTR0003_0003,mirror,BTCUSDT,long,2026-05-07 02:00:00,2026-05-07 11:59:59.999,81113.34,80866.65,1293.05,-3.93,-0.00304,600.0,loss_averse
BTR0003,BTR0003_0004,single,BTCUSDT,long,2026-04-30 13:00:00,2026-05-01 03:59:59.999,76420.44,77131.08,664.88,6.18,0.0093,900.0,loss_averse
BTR0003,BTR0003_0005,single,BTCUSDT,short,2026-04-08 14:00:00,2026-04-09 02:59:59.999,70912.88,71060.64,968.43,-2.02,-0.00208,780.0,loss_averse
BTR0003,BTR0003_0006,mirror,BTCUSDT,long,2026-04-17 13:00:00,2026-04-18 12:59:59.999,77340.12,76206.97,120.36,-1.76,-0.01465,1440.0,loss_averse
BTR0003,BTR0003_0007,single,BTCUSDT,short,2026-05-03 05:00:00,2026-05-04 03:59:59.999,78249.42,80316.31,712.46,-18.82,-0.02641,1380.0,loss_averse
BTR0003,BTR0003_0008,mirror,BTCUSDT,long,2026-04-06 21:00:00,2026-04-07 05:59:59.999,69504.99,68669.0,1197.11,-14.4,-0.01203,540.0,loss_averse
BTR0003,BTR0003_0009,mirror,BTCUSDT,long,2026-04-23 10:00:00,2026-04-23 14:59:59.999,77403.63,78180.77,1429.33,14.35,0.01004,300.0,loss_averse
BTR0003,BTR0003_0010,mirror,BTCUSDT,long,2026-04-13 17:00:00,2026-04-13 19:59:59.999,72148.87,73322.82,461.54,7.51,0.01627,180.0,loss_averse
BTR0003,BTR0003_0011,single,BTCUSDT,long,2026-04-02 04:00:00,2026-04-02 07:59:59.999,66330.27,66930.79,560.25,5.07,0.00905,240.0,loss_averse
BTR0003,BTR0003_0012,single,BTCUSDT,long,2026-05-06 18:00:00,2026-05-07 16:59:59.999,81353.14,79801.08,280.43,-5.35,-0.01908,1380.0,loss_averse
BTR0003,BTR0003_0013,single,BTCUSDT,long,2026-04-15 13:00:00,2026-04-15 19:59:59.999,74063.92,75002.6,997.22,12.64,0.01267,420.0,loss_averse
BTR0003,BTR0003_0014,single,BTCUSDT,short,2026-04-08 02:00:00,2026-04-09 01:59:59.999,71364.94,70928.89,763.55,4.67,0.00611,1440.0,loss_averse
BTR0003,BTR0003_0015,single,BTCUSDT,long,2026-04-26 09:00:00,2026-04-26 19:59:59.999,77999.99,78221.16,157.22,0.45,0.00284,660.0,loss_averse
BTR0003,BTR0003_0016,copy,BTCUSDT,long,2026-05-04 12:00:00,2026-05-04 14:59:59.999,78857.18,80216.16,224.18,3.86,0.01723,180.0,loss_averse
BTR0003,BTR0003_0017,mirror,BTCUSDT,long,2026-04-14 09:00:00,2026-04-14 13:59:59.999,74500.0,75525.94,609.98,8.4,0.01377,300.0,loss_averse
BTR0003,BTR0003_0018,single,BTCUSDT,long,2026-04-03 00:00:00,2026-04-03 17:59:59.999,66785.86,66855.01,1219.17,1.26,0.00104,1080.0,loss_averse
BTR0003,BTR0003_0019,single,BTCUSDT,long,2026-04-14 13:00:00,2026-04-15 07:59:59.999,75525.94,73730.43,1389.22,-33.03,-0.02377,1140.0,loss_averse
BTR0003,BTR0003_0020,single,BTCUSDT,long,2026-04-10 16:00:00,2026-04-11 07:59:59.999,72992.33,72745.38,1147.56,-3.88,-0.00338,960.0,loss_averse
BTR0003,BTR0003_0021,single,BTCUSDT,long,2026-04-26 14:00:00,2026-04-27 00:59:59.999,78095.66,79308.6,778.33,12.09,0.01553,660.0,loss_averse
BTR0003,BTR0003_0022,single,BTCUSDT,long,2026-04-08 23:00:00,2026-04-09 08:59:59.999,71069.93,71249.51,1146.46,2.9,0.00253,600.0,loss_averse
BTR0003,BTR0003_0023,copy,BTCUSDT,long,2026-03-31 06:00:00,2026-03-31 16:59:59.999,67492.85,67665.83,1353.29,3.47,0.00256,660.0,loss_averse
BTR0003,BTR0003_0024,single,BTCUSDT,long,2026-04-11 09:00:00,2026-04-11 18:59:59.999,72907.11,73547.89,595.81,5.24,0.00879,600.0,loss_averse
