trader_id,total_trades,winning_trades,losing_trades,win_ratio,total_profit,average_profit_on_wins,average_loss_on_losses,risk_reward_ratio,average_roi_on_wins,average_roi_on_losses,win_loss_roi_ratio,average_winning_duration,average_losing_duration,win_loss_holding_time_ratio,trade_frequency_score,profitable_flag,behavioral_alpha_score,behavioral_risk_score,risk_level,trader_class,total_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,profitability_probability,ml_prediction
btr0031,80,55,25,0.6875,1172.79,27.05254545454546,12.604,2.1463460373330263,0.017128,0.0103596,1.6533456890227423,475.19145454545463,329.37,1.442728404364255,80,1,147.98994941102316,52.36118021886489,Medium Risk,Profitable disciplined trader,0.9580330663737893,0.014512366450175422,0.5883344407897577,1.627663771966255,-0.043876538112735945,0.995,Likely profitable
btr0214,73,41,32,0.5616438356164384,787.8399999999999,30.80439024390244,14.848125000000001,2.0746316618362544,0.018192926829268295,0.009524374999999998,1.9101439022789735,511.8556097560975,376.10249999999996,1.3609471081848634,73,1,147.2560691033281,53.36112256448352,Medium Risk,Profitable disciplined trader,0.5393666486989697,0.015404966323978848,0.39226808973432353,1.5992441137384459,-0.048603308955105236,1.0,Likely profitable
btr0041,112,82,30,0.7321428571428571,1921.9,28.781219512195126,14.60533333333333,1.970596552323019,0.018805000000000002,0.010753666666666667,1.7487058677660334,512.6886585365854,370.0903333333334,1.3853068085267075,112,1,145.57943110602773,55.93717796750494,Medium Risk,Profitable disciplined trader,2.317907218994567,0.015723567752990504,0.6924319067426208,2.1418798223524833,-0.044354136145650536,1.0,Likely profitable
btr0135,73,45,28,0.6164383561643836,897.6400000000001,29.656888888888886,15.604285714285714,1.9005604890801264,0.018515999999999998,0.009690714285714287,1.910695068917225,519.4466666666666,349.9535714285715,1.4843302342827787,73,1,145.5422955945076,52.14358155934454,Medium Risk,Profitable disciplined trader,0.7344696226636596,0.015957167118826044,0.48235292919186545,1.541261160444694,-0.04196228496315622,1.0,Likely profitable
btr0088,42,24,18,0.5714285714285714,470.88000000000005,32.6475,17.369999999999997,1.879533678756477,0.020782916666666665,0.011414444444444444,1.8207558648885427,555.28,315.5566666666667,1.7596839447748422,42,1,145.44302329938765,48.14883884485532,Medium Risk,Profitable disciplined trader,0.3314689372232744,0.017264488868776746,0.40453254493264734,1.6576517684226548,-0.025061660300000045,0.9944341982949578,Likely profitable
btr0195,72,41,31,0.5694444444444444,758.0600000000001,30.70731707317074,16.159354838709675,1.9002811300121634,0.019536829268292682,0.009357741935483872,2.0877717512395226,486.7882926829268,387.3354838709677,1.2567614198886297,72,1,145.13748231301577,54.25546776147125,Medium Risk,Profitable disciplined trader,0.6481926019593047,0.01642943284282133,0.4319145510985598,1.3215828210114766,-0.04131966523311993,0.99,Likely profitable
btr0240,111,66,45,0.5945945945945946,1177.16,26.335151515151516,12.465777777777776,2.1125959394285125,0.016770909090909093,0.009997555555555556,1.677500964882325,491.64696969696973,337.2375555555555,1.457865417411903,111,1,145.02122140392987,57.583698733396375,Medium Risk,Profitable disciplined trader,0.90242812201046,0.014807222852915016,0.39972578839546696,1.3491683580907425,-0.03890303781805387,1.0,Likely profitable
btr0108,98,67,31,0.6836734693877551,1322.29,27.258805970149254,16.25967741935484,1.6764665907640646,0.018529999999999998,0.009416451612903226,1.9678325511287724,519.9916417910449,319.85258064516125,1.6257228275044444,98,1,144.38585799534056,54.045399934713245,Medium Risk,Profitable disciplined trader,1.544829765199018,0.015160725846915907,0.6391379948565264,1.899971051147289,-0.03886645730576043,1.0,Likely profitable
btr0181,104,63,41,0.6057692307692307,1051.61,25.90031746031746,14.149024390243902,1.8305373392512039,0.01828158730158731,0.009357560975609755,1.9536701229345768,498.98936507936503,343.76707317073175,1.451533331790454,104,1,143.70395015083426,56.656768975655,Medium Risk,Profitable disciplined trader,1.123772164044254,0.015417520604760275,0.47902544155538995,1.8869180310092355,-0.03446611115042382,1.0,Likely profitable
btr0059,44,29,15,0.6590909090909091,737.4599999999999,34.998620689655176,18.5,1.8918173345759555,0.020055862068965518,0.010530000000000001,1.9046402724563642,475.75620689655165,368.5846666666667,1.2907650532484214,44,1,143.50472992014136,50.13351310904561,Medium Risk,Profitable disciplined trader,0.5157896518033147,0.016418836065580728,0.5864522672559535,1.8394581238407366,-0.031023133386400104,0.9948280098280098,Likely profitable
btr0134,97,64,33,0.6597938144329897,1296.8,28.40234375,15.786363636363633,1.7991694860351284,0.0192790625,0.009872121212121212,1.9528794355086254,510.04531249999997,367.62393939393945,1.387410497098896,97,1,143.40204235824262,55.59637767813429,Medium Risk,Profitable disciplined trader,1.4384463242456564,0.01627853850936438,0.5750915218310726,2.162297227111733,-0.04649006157255906,1.0,Likely profitable
btr0167,38,29,9,0.7631578947368421,699.7800000000001,28.634827586206892,14.514444444444443,1.9728504040102737,0.01785551724137931,0.01133888888888889,1.5747148963489837,450.41655172413795,327.08666666666664,1.377055678589175,38,1,142.1039565499757,48.52849290297048,Medium Risk,Profitable disciplined trader,0.5060025854154282,0.014903190985984263,0.7341416104690924,1.8121166408485583,-0.029885817599999906,0.96,Likely profitable
btr0191,115,70,45,0.6086956521739131,1381.12,29.706428571428575,15.518444444444443,1.9142658710270015,0.018384857142857144,0.010584222222222222,1.7370059657531576,499.60071428571433,345.2211111111111,1.4471905054639471,115,1,140.82185242181558,58.57838597342189,Medium Risk,Profitable disciplined trader,1.2104145100819812,0.016132681853883658,0.43694721675092446,1.4583352208321854,-0.03779883252908367,1.0,Likely profitable
btr0092,115,71,44,0.6173913043478261,1012.1599999999999,23.719436619718312,15.270909090909093,1.55324326001251,0.017679577464788734,0.008464090909090909,2.0887745245977776,507.54323943661973,340.3575,1.4912062740989098,115,1,139.70649415723818,58.60822895605334,Medium Risk,Profitable disciplined trader,1.3801924371982164,0.014790195397913673,0.5190453812245476,1.7430772281737084,-0.05368739638959805,1.0,Likely profitable
btr0248,74,47,27,0.6351351351351351,872.85,27.319148936170212,15.227777777777776,1.79403385936178,0.017453829787234042,0.009824074074074072,1.7766386588324947,498.8872340425533,338.3822222222222,1.4743305093460979,74,1,139.40599394591132,53.80936999570254,Medium Risk,Profitable disciplined trader,0.7232658182441982,0.015634168461187436,0.4797876586594848,1.4133944837478498,-0.030389793992320075,1.0,Likely profitable
btr0024,92,62,30,0.6739130434782609,1310.9,27.84435483870968,13.848333333333333,2.010664689279794,0.016733870967741937,0.010224,1.6367244686758544,485.8656451612903,406.1863333333333,1.1961644331410057,92,1,139.3979101967531,58.18995724696635,Medium Risk,Profitable disciplined trader,1.0496976009945547,0.015081251376992373,0.5266977302482526,1.3820310750551426,-0.04074277469729859,0.99,Likely profitable
btr0094,82,52,30,0.6341463414634146,969.0999999999999,26.876153846153848,14.282000000000002,1.881820042441804,0.01810096153846154,0.010709333333333331,1.6902043269230775,494.7657692307693,361.2686666666667,1.36952305827086,82,1,138.2769455642964,55.816819445391594,Medium Risk,Profitable disciplined trader,0.8366022171432812,0.015592531636443257,0.48488660676671086,1.617945054539332,-0.05588486870060327,1.0,Likely profitable
btr0196,98,63,35,0.6428571428571429,1348.4299999999998,30.269841269841262,15.959142857142856,1.8967084598966006,0.018620952380952384,0.011837142857142857,1.5730951806259557,519.4422222222223,352.79999999999995,1.4723418997228526,98,1,137.59947609410398,57.59962355281442,Medium Risk,Profitable disciplined trader,1.1023051985931591,0.01639672229052202,0.47223226003928875,1.7005697943353533,-0.041451759557413426,1.0,Likely profitable
btr0201,99,66,33,0.6666666666666666,1299.64,27.66878787878788,15.954545454545455,1.7342260208926876,0.018861212121212122,0.010966363636363637,1.7199148912653017,464.2915151515151,335.32515151515156,1.3846009255602656,99,1,135.79366679181715,58.04251760821742,Medium Risk,Profitable disciplined trader,1.3794527979641868,0.01587746796798588,0.5617197204661242,2.0807758413358552,-0.03231310791865325,1.0,Likely profitable
btr0157,112,62,50,0.5535714285714286,912.12,27.82951612903226,16.266199999999998,1.7108799921943825,0.019316451612903223,0.0103444,1.8673341723931038,510.6698387096774,366.1616,1.3946570003781864,112,1,135.5367519384747,60.429447955404584,Medium Risk,Profitable disciplined trader,0.9430683823024439,0.01602209892785755,0.3791638054011405,1.4145712292994046,-0.05567559574482381,0.9985026737967914,Likely profitable
btr0224,54,32,22,0.5925925925925926,436.7900000000001,23.8290625,14.806363636363635,1.6093797967704304,0.016775937499999997,0.00867818181818182,1.9331166195265028,480.7609375,350.0672727272727,1.373338712169609,54,1,134.98716785159738,53.73761631777873,Medium Risk,Profitable disciplined trader,0.4036090398173,0.014840675187032026,0.43163405033877156,1.1292054223780452,-0.03587959580000009,0.9998280098280098,Likely profitable
btr0035,57,32,25,0.5614035087719298,470.61,27.439999999999998,16.2988,1.683559525854664,0.019081875,0.0099992,1.9083401672133773,480.1515625,362.2996,1.3252886906306274,57,1,134.93672557859165,54.712860976785144,Medium Risk,Profitable disciplined trader,0.42228670155268855,0.01618510657594465,0.39091602604973086,1.2628976863300154,-0.06560979431352326,0.9998280098280098,Likely profitable
btr0048,113,61,52,0.5398230088495575,808.04,25.943114754098353,14.89403846153846,1.7418455592881956,0.016702459016393438,0.009287115384615385,1.7984549911011094,497.36655737704916,356.1178846153847,1.3966345945085465,113,1,134.36095073928854,61.037091006975636,Medium Risk,Profitable disciplined trader,0.685034361100153,0.015254681659464597,0.31089831784946564,0.9313222040886854,-0.0605267144231726,0.9985026737967914,Likely profitable
btr0008,90,58,32,0.6444444444444445,1018.35,26.375517241379313,15.982187500000002,1.6503070835190308,0.017230344827586206,0.009795312499999998,1.7590398292638656,481.24655172413793,356.11531249999996,1.3513784294915372,90,1,133.08921801287397,58.291809362821084,Medium Risk,Profitable disciplined trader,0.961556223881306,0.014765675108532512,0.5161445153170282,1.575862278923395,-0.05775140618088327,1.0,Likely profitable
btr0033,87,57,30,0.6551724137931034,958.0400000000001,25.163508771929823,15.875999999999998,1.585003072054033,0.016832105263157895,0.010143666666666665,1.6593708977514274,509.6515789473684,318.2986666666667,1.6011740931390488,87,1,132.7071484162855,56.68617655546847,Medium Risk,Profitable disciplined trader,0.9024693976346743,0.014971333421083081,0.5029688893258232,1.4635635855147822,-0.04452777950947035,1.0,Likely profitable
btr0116,111,65,46,0.5855855855855856,949.4499999999999,26.029692307692308,16.140869565217393,1.6126573727963662,0.016549230769230767,0.009706739130434783,1.7049217607323806,547.9056923076922,343.57826086956527,1.5947041903087606,111,1,132.49089562439949,60.01559168094106,Medium Risk,Profitable disciplined trader,0.8507927162064028,0.014728419994291836,0.3848599089770132,1.1152569043629128,-0.04487618006635212,1.0,Likely profitable
btr0080,117,71,46,0.6068376068376068,1047.27,25.342816901408447,16.34934782608695,1.5500812124732923,0.01780450704225352,0.009498913043478262,1.8743730951908957,479.0940845070423,350.2595652173913,1.3678258414147486,117,1,132.08427958032058,61.73097241598447,Medium Risk,Profitable disciplined trader,1.2499792855695282,0.015272262212061965,0.462919570241882,1.4164739666115187,-0.05447081881877843,1.0,Likely profitable
btr0156,43,32,11,0.7441860465116279,588.0799999999999,22.773125,12.787272727272729,1.7809211929475328,0.014539687499999999,0.010595454545454547,1.3722570785070782,506.3628125,348.0781818181818,1.4547387309799784,43,1,131.88072511115146,52.42029194493384,Medium Risk,Profitable disciplined trader,0.4101372403202639,0.013227746359609138,0.6130876130663953,2.499855708735329,-0.02895516542172756,0.9898280098280098,Likely profitable
btr0199,58,37,21,0.6379310344827587,639.17,26.09378378378379,15.538095238095238,1.67934250523892,0.01664891891891892,0.010663809523809523,1.5612543417759102,500.4637837837837,325.1433333333333,1.539209734528722,58,1,131.63771075397892,54.13460440296157,Medium Risk,Profitable disciplined trader,0.4683035001831588,0.015367091004307363,0.439889864927079,1.33167218878961,-0.06780801285332799,0.9948280098280098,Likely profitable
btr0227,99,63,36,0.6363636363636364,1258.95,31.25111111111111,19.718611111111112,1.5848535647372053,0.018858730158730158,0.011308888888888887,1.6676023917132192,522.9812698412699,340.4805555555555,1.53600921200311,99,1,131.3667140059024,59.03939373937082,Medium Risk,Profitable disciplined trader,1.1481173822116735,0.016612364318726314,0.47486840026704286,1.6801946025960732,-0.04013130153554849,1.0,Likely profitable
btr0045,111,71,40,0.6396396396396397,1366.67,28.062535211267605,15.64425,1.7937923014057948,0.017558309859154925,0.01152075,1.5240596193090663,473.03859154929586,354.637,1.3338670007621762,111,1,131.11245372552233,61.561717173401505,Medium Risk,Profitable disciplined trader,1.1600040557806057,0.015424267318934873,0.4589760552631706,1.7126535665212272,-0.07254125787256367,1.0,Likely profitable
btr0223,50,27,23,0.54,380.83000000000004,28.520740740740738,16.92304347826087,1.685319828988097,0.01813037037037037,0.010442608695652176,1.736191683397945,466.50925925925935,352.92956521739126,1.321819720521026,50,1,129.99168276240692,55.783967743827525,Medium Risk,Profitable disciplined trader,0.2748846197048771,0.01555701986570824,0.3205498252909105,1.387886835186115,-0.05184804182556176,0.9944341982949578,Likely profitable
btr0229,98,70,28,0.7142857142857143,1353.9,26.98371428571428,19.10571428571429,1.4123373710183935,0.018254285714285716,0.01036357142857143,1.7613894823902405,509.0931428571428,353.7239285714286,1.43923863141857,98,1,129.42200909015781,59.30501512716478,Medium Risk,Profitable disciplined trader,1.643585947005752,0.014865601234498323,0.6779244877532138,2.325156954094501,-0.044166300332782085,1.0,Likely profitable
btr0130,84,52,32,0.6190476190476191,862.2299999999998,26.520192307692312,16.150624999999998,1.6420536237880772,0.01717826923076923,0.010266250000000001,1.6732759508846198,506.47346153846166,397.509375,1.2741170231229433,84,1,128.77669140403054,59.581782033919175,Medium Risk,Profitable disciplined trader,0.7386365027822339,0.015435686718887788,0.4355630175810359,1.2571329618404703,-0.037237470775863965,1.0,Likely profitable
btr0180,89,47,42,0.5280898876404494,458.23,23.061489361702126,14.896666666666667,1.548097294363535,0.017649361702127664,0.010008095238095238,1.76350856803864,525.531914893617,354.3145238095238,1.483235598821058,89,1,128.6218636434014,60.047377540961094,Medium Risk,Profitable disciplined trader,0.4880558676510507,0.015736308354833625,0.29216052368949963,0.9469376867377306,-0.05432868612628469,1.0,Likely profitable
btr0021,68,41,27,0.6029411764705882,632.8100000000002,26.419024390243905,16.680370370370373,1.5838391956315592,0.018457560975609758,0.011194074074074072,1.648868933104366,459.8629268292683,342.61148148148146,1.3422285932765052,68,1,126.95856338982114,57.86810724500214,Medium Risk,Profitable disciplined trader,0.5596090283028057,0.016090729066652022,0.4154017894013039,1.2887685995257177,-0.04962847329489274,1.0,Likely profitable
btr0051,90,59,31,0.6555555555555556,924.58,24.307627118644067,16.43774193548387,1.4787692381379713,0.017251186440677965,0.009864193548387096,1.7488694190817782,468.2469491525424,368.1412903225806,1.2719218448499627,90,1,126.83030696059971,60.83402576366906,Medium Risk,Profitable disciplined trader,1.0132056860799334,0.014712038986781006,0.5377530912984256,1.8035204240032185,-0.07200443717203063,1.0,Likely profitable
btr0069,42,20,22,0.47619047619047616,158.74999999999997,24.4765,15.035454545454547,1.6279188584557711,0.0166905,0.010335909090909092,1.614807159505695,501.38100000000003,337.15409090909094,1.4870974830769312,42,1,125.79992127318377,55.94396346607298,Medium Risk,Profitable disciplined trader,0.10661670456276351,0.01565145422252856,0.16188971885835257,0.4497174852333498,-0.09180203914253203,0.9398280098280098,Likely profitable
btr0063,41,29,12,0.7073170731707317,455.79,22.037586206896552,15.274999999999997,1.4427225012698237,0.017300344827586207,0.011604999999999999,1.490766465108678,466.91344827586204,350.62916666666666,1.3316446338867856,41,1,121.7450183692354,56.03092713427037,Medium Risk,Profitable disciplined trader,0.42808313716237256,0.015146503637441362,0.5836491453107636,2.1767476002401724,-0.022483688834944192,0.9848280098280098,Likely profitable
btr0100,34,19,15,0.5588235294117647,245.70000000000002,29.085263157894744,20.461333333333325,1.421474479891898,0.018399473684210528,0.011032666666666666,1.6677267826645594,537.4015789473684,396.1526666666667,1.3565517139369714,34,1,121.45038555477844,56.58463006905849,Medium Risk,Profitable disciplined trader,0.19593299966375377,0.016947007107771965,0.3195080905978811,1.1146662104841263,-0.031248521199999907,0.789606188466948,Likely profitable
btr0242,32,24,8,0.75,371.87,22.333333333333332,20.51625,1.088568005036658,0.019637916666666668,0.0110625,1.7751789077212807,522.5820833333333,360.87125000000003,1.4481122653393235,32,1,121.2581968242216,56.08012296166697,Medium Risk,Profitable disciplined trader,0.45693242668259737,0.016638717621642058,0.7189744289211275,2.4075375250939386,-0.026434007200000057,0.9142698826597132,Likely profitable
btr0047,56,40,16,0.7142857142857143,596.71,23.301,20.958125000000003,1.1117883875585242,0.017521750000000003,0.01060125,1.6528003773139963,483.02225,297.32124999999996,1.6245803150632525,56,1,120.47093721412585,58.417294623057174,Medium Risk,Profitable disciplined trader,0.6867283979382559,0.014826128321530657,0.6398573475909144,2.1388834404719015,-0.043394964471568105,0.999097892487723,Likely profitable
btr0146,71,41,30,0.5774647887323944,385.21000000000004,25.26829268292683,21.693000000000005,1.1648131970187077,0.019775121951219513,0.01136,1.740767777396084,503.29585365853654,308.8419999999999,1.6296224401426511,71,1,120.23187060957494,60.96763363074217,Medium Risk,Profitable disciplined trader,0.5814569025663112,0.01707757710209702,0.3876098219404604,1.179997480022461,-0.059271689919421,0.9992698826597132,Likely profitable
btr0027,45,30,15,0.6666666666666666,627.39,31.189666666666664,20.55333333333333,1.5174991891015246,0.017659,0.012703333333333334,1.3901075833114669,471.45366666666666,386.8393333333333,1.218732497040115,45,1,118.55865271143412,59.19585170487363,Medium Risk,Profitable disciplined trader,0.3936731449578399,0.01663646792289442,0.45311434236881687,1.550493843651306,-0.05776524749908452,0.9848280098280098,Likely profitable
btr0245,63,33,30,0.5238095238095238,141.98999999999998,19.720909090909092,16.959999999999997,1.162789451114923,0.017840606060606057,0.010094333333333335,1.767388243629038,498.4584848484849,344.21299999999997,1.4481105735358193,63,1,116.50433394149667,62.42009856027758,Medium Risk,Profitable disciplined trader,0.3192516679697317,0.01636733652634777,0.2772750447788735,0.8382047073367518,-0.07366111003818573,0.984097892487723,Likely profitable
btr0162,114,63,51,0.5526315789473685,532.86,23.477142857142855,18.55294117647059,1.2654135338345862,0.01718730158730159,0.011043333333333334,1.5563508832449373,488.9614285714285,339.12058823529406,1.441851204363238,114,1,115.07789353003064,67.95802839416359,Medium Risk,Profitable disciplined trader,0.6563263888170712,0.015710438768497568,0.2901132861217812,0.9339908362800209,-0.04969701929869199,0.9742698826597131,Likely profitable
btr0234,57,37,20,0.6491228070175439,485.96000000000004,23.220270270270266,18.6595,1.2444208189003063,0.017493783783783787,0.011789999999999998,1.4837814914150798,446.33378378378376,364.004,1.2261782392055685,57,1,112.29351965099602,63.16689542081031,Medium Risk,Profitable disciplined trader,0.49643935530250816,0.015793727402061444,0.4570657544008482,1.4683789206681122,-0.06364708618316849,0.9790978924877229,Likely profitable
btr0109,32,12,20,0.375,-77.36000000000001,20.84333333333333,16.374000000000002,1.2729530556573425,0.017378333333333332,0.0109205,1.5913496024296812,486.18833333333333,366.64549999999997,1.3260447307640033,32,0,109.11300269192235,63.15175631871218,Medium Risk,Needs further review,-0.013504760043895447,0.015541363769065421,-0.01984623129496103,-0.05248962711064891,-0.0508004107339212,0.33,Likely unprofitable
btr0140,62,39,23,0.6290322580645161,703.22,35.296410256410255,29.275652173913045,1.2056575220504289,0.020111794871794875,0.02703,0.7440545642543425,2170.194871794872,1492.1786956521737,1.4543800136795035,62,1,95.45775771499947,78.82617868202485,High Risk,Needs further review,0.15187690872618287,0.026187567519150547,0.10018913270584136,0.16198139886322613,-0.22024982710668903,0.9472887438744142,Likely profitable
btr0126,32,20,12,0.625,243.62999999999994,42.074,49.82083333333333,0.8445061470268461,0.0266935,0.03618166666666667,0.7377631397116403,2059.525,1339.371666666667,1.5376799817825022,32,1,85.59446263033392,84.21592210078032,High Risk,Poor risk-reward trader,0.0858186471026321,0.03318767639373572,0.09386955757432976,0.20515720764309645,-0.14588300754742506,0.7755992710898053,Likely profitable
btr0244,113,65,48,0.5752212389380531,-134.55,36.810153846153845,52.65020833333333,0.6991454547170138,0.023386615384615384,0.03361458333333333,0.6957282543920289,2234.2470769230767,1458.2775000000001,1.5321137965326055,113,0,78.60591411744181,100.0,High Risk,Poor risk-reward trader,-0.13811458873621862,0.031225275338906434,-0.026461998393050697,-0.050748561266852656,-0.41808431013740655,0.2267878221296436,Likely unprofitable
btr0220,115,71,44,0.6173913043478261,378.42,32.0407042253521,43.1015909090909,0.743376370791783,0.019804084507042248,0.034072727272727275,0.581229801434004,2258.32,1488.4170454545454,1.5172629249958203,115,1,78.11271916497567,100.0,High Risk,Poor risk-reward trader,-0.1340566311796444,0.029607824443869706,-0.027345885390801884,-0.044896376462461696,-0.3697591407798941,0.7470159064739272,Likely profitable
btr0095,96,58,38,0.6041666666666666,133.63000000000008,38.16327586206897,54.73263157894737,0.6972673295823818,0.02242034482758621,0.03979657894736841,0.5633736723258916,2322.2698275862067,1402.9136842105263,1.655319107456734,96,1,77.95714830746975,100.0,High Risk,Poor risk-reward trader,-0.23296238260945312,0.033155985050035204,-0.06656980622560801,-0.1396377653090488,-0.4944161095463817,0.7166703414449573,Likely profitable
btr0106,52,32,20,0.6153846153846154,171.06999999999996,34.817187499999996,47.153999999999996,0.7383718772532553,0.023084062500000002,0.0304675,0.7576618527939608,2182.1712500000003,1839.4345,1.1863272380723533,52,1,77.34914967007045,93.80559020529147,High Risk,Poor risk-reward trader,0.11342142555205315,0.02908768778787076,0.08551067071563082,0.15381725208139863,-0.15641097951557523,0.8646519825465667,Likely profitable
btr0007,90,54,36,0.6,-169.07999999999979,31.38796296296296,51.77861111111112,0.6061955369101711,0.02188814814814815,0.029467500000000004,0.7427894510273402,2223.421666666667,1510.427222222222,1.4720481953413478,90,0,76.83632531310886,100.0,High Risk,High win-rate but risky trader,0.08886381797183462,0.02829881547107877,0.0475599019423403,0.08759855295623994,-0.24421841991120966,0.15785206449051573,Likely unprofitable
btr0061,77,44,33,0.5714285714285714,-170.74999999999994,31.89090909090909,47.695454545454545,0.6686362336795959,0.021582954545454544,0.03347424242424242,0.644763047118997,2316.021363636364,1494.701818181818,1.5494872190987323,77,0,76.56332861770093,100.0,High Risk,Poor risk-reward trader,-0.1718679296856649,0.029489433346849003,-0.06826129852380172,-0.16031763452852552,-0.2548628005783573,0.07435312233927462,Likely unprofitable
btr0016,88,55,33,0.625,273.7099999999999,32.42636363636364,45.74969696969697,0.7087776703273412,0.020864363636363636,0.03741818181818182,0.5575996112730806,2204.1001818181817,1464.992727272727,1.5045127124428792,88,1,76.52101107829043,100.0,High Risk,Poor risk-reward trader,-0.12173984267207139,0.030992709742938444,-0.03199432761173261,-0.05725302308090526,-0.2808403760954803,0.676871777974502,Likely profitable
